contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	contamination	kmer_freq	lifestyle
V-CB3_NODE_776_length_20843_cov_10.257296	20843	No	NA	17	1	1	Low-quality	Genome-fragment	11.63	0	1	virulent
V-CC3_NODE_565_length_36237_cov_35.518971	36237	No	NA	62	13	0	Complete	High-quality	100	0	1	temperate
V-PA3_NODE_527_length_42555_cov_9.689887	42555	No	NA	64	8	1	Low-quality	Genome-fragment	46.05	0	1	temperate
V-PC1_NODE_4219_length_14290_cov_11.386196	14290	No	NA	23	2	0	Low-quality	Genome-fragment	24.11	0	1	temperate
V-CB4_NODE_4049_length_10216_cov_10.403196	10216	No	NA	11	1	0	Low-quality	Genome-fragment	9.09	0	1	-
V-CA4_NODE_250_length_53056_cov_9.816720	53056	No	NA	84	7	3	Medium-quality	Genome-fragment	57.85	0	1	virulent
V-PB4_NODE_1822_length_11649_cov_5.032751	11649	No	NA	24	2	0	Low-quality	Genome-fragment	11.66	0	1	virulent
V-CA3_NODE_575_length_38110_cov_24.929246	38110	No	NA	65	6	3	Low-quality	Genome-fragment	41.56	0	1	temperate
V-PA3_NODE_2313_length_12067_cov_13.940617	12067	No	NA	25	11	0	Low-quality	Genome-fragment	22.73	0	1	temperate
V-CB4_NODE_778_length_42285_cov_34.768030	42285	No	NA	76	18	1	Medium-quality	Genome-fragment	61.5	0	1	temperate
V-PA3_NODE_1689_length_15939_cov_5.887215	15939	No	NA	21	3	0	Low-quality	Genome-fragment	41.04	0	1.6	virulent
V-PC3_NODE_2311_length_15799_cov_6.255820	15799	No	NA	28	2	1	Low-quality	Genome-fragment	19.88	0	1	temperate
V-CA4_NODE_116_length_65673_cov_13.840188	65673	No	NA	96	7	1	Medium-quality	Genome-fragment	65.88	0	1	virulent
V-CA2_NODE_2953_length_10110_cov_4.215489	10110	No	NA	13	7	1	Low-quality	Genome-fragment	27.82	0	1	temperate
V-PA1_NODE_141_length_52650_cov_20.547696	52650	No	NA	79	2	3	Low-quality	Genome-fragment	37.25	0	1	temperate
V-CA2_NODE_1278_length_18706_cov_5.007408	18706	No	NA	38	4	0	Low-quality	Genome-fragment	10.8	0	1	virulent
V-CC1_NODE_499_length_35700_cov_7.675013	35700	No	NA	67	9	0	Complete	High-quality	100	0	1	virulent
V-PC4_NODE_1946_length_21708_cov_11.761315	21708	No	NA	34	3	0	Low-quality	Genome-fragment	25.69	0	1	virulent
V-CA4_NODE_489_length_42767_cov_7.236379	42767	No	NA	77	7	2	Low-quality	Genome-fragment	45.4	0	1	virulent
V-PB3_NODE_2593_length_10580_cov_14.507188	10580	No	NA	16	2	0	Low-quality	Genome-fragment	9.55	0	1	temperate
V-PC2_NODE_808_length_29466_cov_7.757392	29466	No	NA	42	3	1	Low-quality	Genome-fragment	45.6	0	1	temperate
V-CB2_NODE_382_length_42361_cov_42.193454	42361	No	NA	52	6	0	Medium-quality	Genome-fragment	68.09	0	1	temperate
V-PA2_NODE_86_length_70830_cov_20.375277	70830	No	NA	94	9	2	High-quality	High-quality	100	0	1	virulent
V-PC1_NODE_3488_length_16551_cov_12.704018	16551	No	NA	38	4	1	Low-quality	Genome-fragment	28.38	0	1	temperate
V-PA3_NODE_1011_length_26649_cov_23.346342	26649	No	NA	33	7	1	Medium-quality	Genome-fragment	56.45	0	1	temperate
V-PC1_NODE_2086_length_24419_cov_8.142757	24419	No	NA	24	3	1	Low-quality	Genome-fragment	29.63	0	1	virulent
V-CB2_NODE_1171_length_18516_cov_6.174576	18516	No	NA	31	2	1	Low-quality	Genome-fragment	11.82	0	1	virulent
V-PC1_NODE_4316_length_14052_cov_6.545259	14052	No	NA	18	1	0	Low-quality	Genome-fragment	26.67	0	1	-
V-PC3_NODE_482_length_45435_cov_9.518960	45435	No	NA	73	6	1	Medium-quality	Genome-fragment	85.44	0	1	virulent
V-CA4_NODE_82_length_70153_cov_37.221046	70153	No	NA	111	5	5	Complete	High-quality	100	0	1	virulent
V-PA4_NODE_1106_length_17066_cov_4.011125	17066	No	NA	31	1	0	Low-quality	Genome-fragment	41.24	0	1	-
V-PC3_NODE_1675_length_21401_cov_5.660852	21401	No	NA	31	5	1	Low-quality	Genome-fragment	32.39	0	1	virulent
V-CC2_NODE_1008_length_24528_cov_13.329025	24528	No	NA	35	6	2	Medium-quality	Genome-fragment	62.85	0	1	virulent
V-CA3_NODE_2593_length_10620_cov_9.887983	10620	No	NA	15	4	0	Low-quality	Genome-fragment	21.46	0	1	-
V-PA2_NODE_2158_length_13836_cov_6.228650	13836	No	NA	25	3	0	Low-quality	Genome-fragment	31.14	0	1	virulent
V-PC3_NODE_543_length_43728_cov_8.600811	43728	No	NA	72	21	0	High-quality	High-quality	97.77	0	1	virulent
V-PC3_NODE_1075_length_31726_cov_15.244747	31726	No	NA	48	12	2	High-quality	High-quality	97.78	0	1	virulent
V-CB4_NODE_3587_length_11399_cov_4.125243	11399	No	NA	23	2	0	Low-quality	Genome-fragment	27.47	0	1	virulent
V-CC1_NODE_2993_length_10981_cov_11.171130	10981	No	NA	24	1	0	Low-quality	Genome-fragment	4.46	0	1	virulent
V-CC3_NODE_1539_length_17046_cov_5.750722	17046	No	NA	24	8	0	Low-quality	Genome-fragment	35.39	0	1	virulent
V-PC2_NODE_1146_length_22066_cov_37.035381	22066	No	NA	38	2	1	Low-quality	Genome-fragment	34.01	0	1	-
V-PB4_NODE_998_length_20023_cov_853.872756	20023	No	NA	40	2	0	Low-quality	Genome-fragment	15.1	0	1	temperate
V-PA1_NODE_2790_length_10613_cov_9.364370	10613	No	NA	12	1	0	Low-quality	Genome-fragment	6.35	0	1	virulent
V-CB4_NODE_1284_length_30456_cov_7.584680	30456	No	NA	40	16	1	Low-quality	Genome-fragment	40.01	0	1	temperate
V-PA3_NODE_2666_length_10570_cov_3.737444	10570	No	NA	14	3	0	Low-quality	Genome-fragment	30.99	0	1	temperate
V-CB2_NODE_973_length_21795_cov_13.451100	21795	No	NA	33	2	0	Low-quality	Genome-fragment	12.13	0	1	virulent
V-CC2_NODE_2367_length_13096_cov_40.452493	13096	No	NA	18	4	0	Low-quality	Genome-fragment	32.87	0	1	temperate
V-PC1_NODE_339_length_63267_cov_15.892958	63267	No	NA	101	23	0	Medium-quality	Genome-fragment	74.88	0	1	virulent
V-PC3_NODE_156_length_70054_cov_14.043486	70054	No	NA	89	13	5	Complete	High-quality	100	0	1	virulent
V-PC1_NODE_1747_length_27996_cov_5.997636	27996	No	NA	31	6	0	Low-quality	Genome-fragment	42.36	0	1	temperate
V-CB4_NODE_1070_length_36152_cov_28.043798	36152	No	NA	86	6	0	Low-quality	Genome-fragment	33.29	0	1	temperate
V-CA2_NODE_1655_length_15241_cov_81.117317	15241	No	NA	35	2	0	Low-quality	Genome-fragment	20.59	0	1	virulent
V-PB3_NODE_2134_length_12737_cov_3.695577	12737	No	NA	17	7	0	Low-quality	Genome-fragment	26.71	0	1	temperate
V-CB3_NODE_442_length_33067_cov_25.852410	33067	No	NA	63	15	0	Medium-quality	Genome-fragment	67.53	0	1	virulent
V-PC2_NODE_469_length_38875_cov_63.050647	38875	No	NA	51	6	1	High-quality	High-quality	90.37	0	1	temperate
V-PC1_NODE_3628_length_16052_cov_47.166510	16052	No	NA	24	5	0	Low-quality	Genome-fragment	33.78	0	1	temperate
V-PA3_NODE_1899_length_14486_cov_4.975432	14486	No	NA	12	4	0	Low-quality	Genome-fragment	17.63	0	1	virulent
V-PC2_NODE_2718_length_12003_cov_4.096596	12003	No	NA	17	2	0	Low-quality	Genome-fragment	15.7	0	1	-
V-PC1_NODE_2056_length_24744_cov_6.967730	24744	No	NA	29	4	0	Low-quality	Genome-fragment	23.34	0	1	virulent
V-PA4_NODE_610_length_31245_cov_17.421939	31245	No	NA	54	5	1	Medium-quality	Genome-fragment	59.05	0	1	virulent
V-CC3_NODE_104_length_56061_cov_9.583184	56061	No	NA	80	9	1	Medium-quality	Genome-fragment	77.41	0	1	virulent
V-CB2_NODE_776_length_26816_cov_5.875949	26816	No	NA	39	3	0	Medium-quality	Genome-fragment	70.41	0	1	virulent
V-PC3_NODE_2292_length_15886_cov_6.603074	15886	No	NA	31	5	0	High-quality	High-quality	97.33	0	1	temperate
V-CA4_NODE_1646_length_18484_cov_12.235345	18484	No	NA	20	12	1	Low-quality	Genome-fragment	46.05	0	1	temperate
V-CC1_NODE_39_length_71473_cov_5.684660	71473	No	NA	108	10	2	High-quality	High-quality	100	0	1	virulent
V-PA1_NODE_1555_length_15630_cov_15.926059	15630	No	NA	25	6	3	Low-quality	Genome-fragment	35.82	0	1	temperate
V-PC3_NODE_1055_length_32106_cov_114.292579	32106	No	NA	55	17	0	Low-quality	Genome-fragment	41.94	0	1	virulent
V-CB4_NODE_230_length_67362_cov_12.745709	67362	No	NA	107	11	5	Medium-quality	Genome-fragment	71.56	0	1	virulent
V-PB4_NODE_511_length_39202_cov_64.071949	39202	No	NA	50	8	1	Medium-quality	Genome-fragment	72.58	0	1	virulent
V-PA1_NODE_1567_length_15556_cov_3.632664	15556	No	NA	20	1	1	Low-quality	Genome-fragment	29.62	0	1	-
V-CC3_NODE_748_length_29976_cov_5.937590	29976	No	NA	32	13	0	Medium-quality	Genome-fragment	75.2	0	1	temperate
V-PC4_NODE_2026_length_21031_cov_7.228596	21031	No	NA	47	8	0	Low-quality	Genome-fragment	25.15	0	1	temperate
V-PC1_NODE_4814_length_12995_cov_5.883728	12995	No	NA	26	4	0	Low-quality	Genome-fragment	12.77	0	1	temperate
V-CA2_NODE_964_length_23792_cov_32.524394	23792	No	NA	44	5	2	Low-quality	Genome-fragment	35.7	0	1	virulent
V-PC1_NODE_4417_length_13805_cov_6.121503	13805	No	NA	20	3	0	Low-quality	Genome-fragment	21.62	0	1	temperate
V-CA3_NODE_884_length_26843_cov_4.668834	26843	No	NA	47	9	0	Medium-quality	Genome-fragment	59.34	0	1	virulent
V-PC1_NODE_5645_length_11436_cov_25.862488	11436	No	NA	14	2	0	Low-quality	Genome-fragment	17.13	0	1	-
V-CC1_NODE_221_length_46595_cov_7.255428	46595	No	NA	83	1	5	Complete	High-quality	100	0	1	virulent
V-CC4_NODE_48_length_75498_cov_13.736506	75498	No	NA	106	19	2	Medium-quality	Genome-fragment	52.82	0	1	virulent
V-CB1_NODE_2700_length_10801_cov_4.083644	10801	No	NA	32	2	0	Low-quality	Genome-fragment	23.78	0	1	-
V-PB3_NODE_1130_length_23581_cov_4.214900	23581	No	NA	21	4	0	Low-quality	Genome-fragment	26.13	0	1	-
V-CC2_NODE_1283_length_20012_cov_7.161274	20012	No	NA	45	3	1	Low-quality	Genome-fragment	22.5	0	1	temperate
V-CB4_NODE_2243_length_17487_cov_4.422286	17487	No	NA	18	1	0	Low-quality	Genome-fragment	43.65	0	1	temperate
V-CA4_NODE_1396_length_21615_cov_4.832389	21615	No	NA	21	8	0	Low-quality	Genome-fragment	49.2	0	1	temperate
V-PB4_NODE_1500_length_13905_cov_5.151143	13905	No	NA	12	1	0	Low-quality	Genome-fragment	19.46	0	1	-
V-PA2_NODE_1128_length_23103_cov_6.347086	23103	No	NA	38	5	0	Medium-quality	Genome-fragment	66.06	0	1	virulent
V-CB4_NODE_1407_length_27867_cov_124.919431	27867	No	NA	56	3	2	Low-quality	Genome-fragment	31.82	0	1	temperate
V-PA3_NODE_1767_length_15347_cov_31.797250	15347	No	NA	42	6	0	Low-quality	Genome-fragment	16.8	0	1	virulent
V-CB2_NODE_361_length_43015_cov_12.209418	43015	No	NA	77	9	0	High-quality	High-quality	100	0	1	temperate
V-PB1_NODE_560_length_34413_cov_4.986690	34413	No	NA	43	5	2	Low-quality	Genome-fragment	46.59	0	1	temperate
V-CC2_NODE_3248_length_10336_cov_6.349449	10336	No	NA	18	1	0	Low-quality	Genome-fragment	16.16	0	1	virulent
V-PC3_NODE_3891_length_10284_cov_4.419614	10284	No	NA	18	1	0	Low-quality	Genome-fragment	6.49	0	1	virulent
V-PA2_NODE_854_length_30279_cov_5.730515	30279	No	NA	48	2	0	Low-quality	Genome-fragment	27.39	0	1	temperate
V-PC4_NODE_738_length_42764_cov_6.131023	42764	No	NA	57	14	3	Low-quality	Genome-fragment	31.14	0	1	virulent
V-PC1_NODE_764_length_45049_cov_14.715312	45049	No	NA	75	6	0	High-quality	High-quality	96.1	0	1	virulent
V-PA3_NODE_55_length_85907_cov_11.557323	85907	No	NA	146	16	3	High-quality	High-quality	92.94	0	1	virulent
V-CA2_NODE_928_length_24691_cov_10.694239	24691	No	NA	41	9	0	Medium-quality	Genome-fragment	56.98	0	1	virulent
V-PA1_NODE_2629_length_11032_cov_3.975901	11032	No	NA	16	4	1	Low-quality	Genome-fragment	19.27	0	1	virulent
V-CB4_NODE_2417_length_16236_cov_8.171050	16236	No	NA	19	4	0	Low-quality	Genome-fragment	48.72	0	1	-
V-CA3_NODE_1440_length_17252_cov_32.705560	17252	No	NA	20	4	0	Low-quality	Genome-fragment	23.23	0	1	virulent
V-PC3_NODE_979_length_33881_cov_39.752485	33881	No	NA	47	15	0	Medium-quality	Genome-fragment	54.9	0	1	temperate
V-PC3_NODE_3601_length_10947_cov_24.208372	10947	No	NA	9	1	0	Low-quality	Genome-fragment	32.79	0	1	virulent
V-CC2_NODE_1044_length_23754_cov_5.211006	23754	No	NA	24	3	0	Low-quality	Genome-fragment	32.67	0	1	virulent
V-PC3_NODE_574_length_42971_cov_8.585933	42971	No	NA	65	5	3	Medium-quality	Genome-fragment	56.11	0	1	temperate
V-PB1_NODE_1597_length_15467_cov_23.504288	15467	No	NA	22	3	0	Low-quality	Genome-fragment	18.82	0	1	virulent
V-CC3_NODE_1397_length_18187_cov_6.835671	18187	No	NA	13	1	0	Low-quality	Genome-fragment	23.73	0	1	-
V-PC2_NODE_3228_length_10579_cov_7.430966	10579	No	NA	20	2	0	Low-quality	Genome-fragment	17.21	0	1	-
V-CC3_NODE_1795_length_15189_cov_7.552475	15189	No	NA	23	2	0	Low-quality	Genome-fragment	18.96	0	1	temperate
V-PC3_NODE_196_length_64791_cov_32.212921	64791	No	NA	92	6	1	Medium-quality	Genome-fragment	73.22	0	1	virulent
V-CA2_NODE_281_length_46379_cov_29.002959	46379	No	NA	84	11	0	Complete	High-quality	100	0	1	virulent
V-CC3_NODE_857_length_26976_cov_6.824826	26976	No	NA	32	2	0	Low-quality	Genome-fragment	19.25	0	1	virulent
V-CC2_NODE_2135_length_13992_cov_34.873230	13992	No	NA	22	1	0	Low-quality	Genome-fragment	33.29	0	1	temperate
V-PB3_NODE_397_length_46355_cov_84.715696	46355	No	NA	70	12	3	Medium-quality	Genome-fragment	69.14	0	1	virulent
V-PB4_NODE_2075_length_10437_cov_6.906506	10437	No	NA	16	1	1	Medium-quality	Genome-fragment	74.83	0	1	temperate
V-PC1_NODE_3351_length_17039_cov_7.414692	17039	No	NA	23	8	0	Low-quality	Genome-fragment	46.3	0	1	temperate
V-PC2_NODE_619_length_35055_cov_19.157127	35055	No	NA	61	6	0	Low-quality	Genome-fragment	49.1	0	1	virulent
V-PC2_NODE_404_length_40587_cov_7.459072	40587	No	NA	49	11	0	Medium-quality	Genome-fragment	61.64	0	1	virulent
V-CA4_NODE_3539_length_10437_cov_19.776737	10437	No	NA	21	2	0	Low-quality	Genome-fragment	3.99	0	1	virulent
V-CA2_NODE_11_length_99653_cov_21.552563	99653	No	NA	183	10	2	Complete	High-quality	100	0	1	virulent
V-PA3_NODE_48_length_88496_cov_5.128705	88496	No	NA	140	28	1	Medium-quality	Genome-fragment	77.84	0	1	virulent
V-PC3_NODE_3523_length_11129_cov_5.909790	11129	No	NA	12	1	0	Low-quality	Genome-fragment	24.43	0	1	-
V-PB1_NODE_1950_length_13616_cov_5.304380	13616	No	NA	32	4	0	Low-quality	Genome-fragment	21.19	0	1	temperate
V-PC1_NODE_4031_length_14750_cov_5.895045	14750	No	NA	22	2	0	Low-quality	Genome-fragment	19.27	0	1	temperate
V-PB2_NODE_1741_length_13032_cov_3.424701	13032	No	NA	23	2	0	Low-quality	Genome-fragment	12.8	0	1	virulent
V-CC1_NODE_622_length_30846_cov_7.002113	30846	No	NA	51	4	0	Medium-quality	Genome-fragment	58.4	0	1	temperate
V-CB4_NODE_716_length_43554_cov_17.020563	43554	No	NA	69	14	1	Medium-quality	Genome-fragment	64.09	0	1	temperate
V-CA1_NODE_324_length_44825_cov_40.459618	44825	No	NA	73	8	0	High-quality	High-quality	100	0	1.09	temperate
V-PC2_NODE_616_length_35103_cov_6.066265	35103	No	NA	50	22	0	High-quality	High-quality	100	0	1	virulent
V-PC1_NODE_3042_length_18227_cov_34.099725	18227	No	NA	12	3	0	Low-quality	Genome-fragment	34.51	0	1	-
V-CC2_NODE_1140_length_22094_cov_62.076941	22094	No	NA	28	4	1	Low-quality	Genome-fragment	30.73	0	1	temperate
V-CA2_NODE_2756_length_10580_cov_28.675616	10580	No	NA	24	4	0	Low-quality	Genome-fragment	12.1	0	1	temperate
V-PA4_NODE_1838_length_10620_cov_3.574410	10620	No	NA	28	1	0	Low-quality	Genome-fragment	16.94	0	1	virulent
V-CA3_NODE_1740_length_14724_cov_4.167406	14724	No	NA	17	1	0	Low-quality	Genome-fragment	13.45	0	1	-
V-PC3_NODE_1347_length_26116_cov_6.090979	26116	No	NA	38	5	0	Low-quality	Genome-fragment	29.53	0	1	temperate
V-PA1_NODE_1494_length_16044_cov_6.898666	16044	No	NA	29	1	0	Low-quality	Genome-fragment	38.17	0	1	-
V-CB2_NODE_1611_length_13961_cov_4.179271	13961	No	NA	18	2	0	Low-quality	Genome-fragment	21.89	0	1	temperate
V-PC1_NODE_5951_length_10981_cov_5.309244	10981	No	NA	19	1	0	Low-quality	Genome-fragment	15.35	0	1	-
V-PC3_NODE_598_length_42423_cov_14.079653	42423	No	NA	66	15	0	High-quality	High-quality	90.44	0	1	temperate
V-CA2_NODE_883_length_25527_cov_11.157721	25527	No	NA	31	4	0	Medium-quality	Genome-fragment	59.56	0	1	-
V-PC4_NODE_605_length_45781_cov_130.752888	45781	No	NA	72	10	0	Complete	High-quality	100	0	1	temperate
V-PC1_NODE_3037_length_18237_cov_30.644108	18237	No	NA	26	3	2	Low-quality	Genome-fragment	30.38	0	1	virulent
V-PC1_NODE_3759_length_15591_cov_12.408728	15591	No	NA	20	5	0	Low-quality	Genome-fragment	17.16	0	1	virulent
V-PC1_NODE_4633_length_13346_cov_6.293843	13346	No	NA	42	4	0	Low-quality	Genome-fragment	14.25	0	1	temperate
V-PC3_NODE_551_length_43553_cov_28.112568	43553	No	NA	66	5	0	Low-quality	Genome-fragment	47.76	0	1	virulent
V-PB4_NODE_121_length_62480_cov_13.221015	62480	No	NA	111	4	3	Complete	High-quality	100	0	1	virulent
V-PC4_NODE_1982_length_21386_cov_5.032099	21386	No	NA	25	3	0	Low-quality	Genome-fragment	28.94	0	1	-
V-PB4_NODE_990_length_20130_cov_5.051912	20130	No	NA	26	1	1	Low-quality	Genome-fragment	45.53	0	1	temperate
V-PC2_NODE_440_length_39704_cov_42.222096	39704	No	NA	58	13	0	Medium-quality	Genome-fragment	51.18	0	1	temperate
V-CA3_NODE_2186_length_12203_cov_9.324427	12203	No	NA	14	1	0	Low-quality	Genome-fragment	5.92	0	1	-
V-CA1_NODE_389_length_42711_cov_4.789323	42711	No	NA	66	8	2	Medium-quality	Genome-fragment	85.53	0	1	virulent
V-PC3_NODE_1906_length_18626_cov_7.244380	18626	No	NA	36	11	0	Low-quality	Genome-fragment	36.83	0	1	temperate
V-PC3_NODE_1307_length_26869_cov_7.142505	26869	No	NA	43	4	0	High-quality	High-quality	93.68	0	1	virulent
V-PB2_NODE_2168_length_10742_cov_64.444351	10742	No	NA	13	1	0	Low-quality	Genome-fragment	19.39	0	1	temperate
V-CA4_NODE_608_length_40379_cov_11.501787	40379	No	NA	60	16	0	High-quality	High-quality	100	0	1	temperate
V-CC4_NODE_2089_length_12637_cov_6.883041	12637	No	NA	19	5	1	Low-quality	Genome-fragment	29.82	0	1	temperate
V-PA2_NODE_588_length_38985_cov_10.153670	38985	No	NA	66	8	0	High-quality	High-quality	100	0	1	temperate
V-PC2_NODE_1270_length_20483_cov_8.657846	20483	No	NA	41	6	0	Low-quality	Genome-fragment	21.82	0	1	virulent
V-CB1_NODE_2606_length_11040_cov_6.298732	11040	No	NA	20	1	0	Low-quality	Genome-fragment	19.8	0	1	temperate
V-CA1_NODE_1084_length_22076_cov_6.069003	22076	No	NA	40	1	0	Medium-quality	Genome-fragment	52.53	0	1	-
V-CC1_NODE_1644_length_16355_cov_8.214523	16355	No	NA	26	9	0	High-quality	High-quality	96.22	0	1	virulent
V-PC2_NODE_565_length_36586_cov_8.119861	36586	No	NA	52	13	0	Low-quality	Genome-fragment	49.44	0	1	temperate
V-PC1_NODE_3199_length_17612_cov_52.056401	17612	No	NA	15	3	0	Low-quality	Genome-fragment	24.6	0	1	virulent
V-PC4_NODE_1607_length_26440_cov_8.017411	26440	No	NA	37	5	2	Medium-quality	Genome-fragment	76.52	0	1	virulent
V-CA1_NODE_790_length_28327_cov_13.857876	28327	No	NA	40	1	1	Medium-quality	Genome-fragment	57.99	0	1	virulent
V-PC3_NODE_164_length_68479_cov_19.653753	68479	No	NA	97	11	3	Complete	High-quality	100	0	1	virulent
V-CC4_NODE_495_length_37163_cov_14.616621	37163	No	NA	58	12	1	Medium-quality	Genome-fragment	83.78	0	1	virulent
V-CA4_NODE_943_length_30497_cov_5.169132	30497	No	NA	45	13	1	Medium-quality	Genome-fragment	59.08	0	1	virulent
V-PA1_NODE_748_length_27774_cov_51.202693	27774	No	NA	39	11	1	Low-quality	Genome-fragment	46.62	0	1	virulent
V-PC2_NODE_1273_length_20433_cov_4.717184	20433	No	NA	50	14	0	Medium-quality	Genome-fragment	56.97	0	1	virulent
V-CA1_NODE_3250_length_10215_cov_4.840797	10215	No	NA	13	2	0	Low-quality	Genome-fragment	5.46	0	1	-
V-PA4_NODE_1870_length_10436_cov_4.486630	10436	No	NA	18	1	0	Low-quality	Genome-fragment	15.28	0	1	-
V-PB2_NODE_1963_length_11726_cov_5.195553	11726	No	NA	22	1	1	Low-quality	Genome-fragment	24.39	0	1	-
V-PC1_NODE_903_length_41886_cov_35.813246	41886	No	NA	71	18	0	Complete	High-quality	100	0	1	temperate
V-PA1_NODE_1075_length_20514_cov_9.841709	20514	No	NA	21	13	0	Low-quality	Genome-fragment	46.23	0	1	virulent
V-PB4_NODE_2105_length_10270_cov_3.548416	10270	No	NA	15	1	1	Low-quality	Genome-fragment	9.13	0	1	virulent
V-CA4_NODE_357_length_47054_cov_99.319114	47054	No	NA	74	5	0	High-quality	High-quality	100	0	1	virulent
V-PC2_NODE_2262_length_13661_cov_56.454653	13661	No	NA	19	3	0	Medium-quality	Genome-fragment	85.17	0	1	virulent
V-CC2_NODE_2013_length_14440_cov_25.838892	14440	No	NA	18	1	0	Low-quality	Genome-fragment	21.1	0	1	-
V-PA4_NODE_115_length_63741_cov_182.443437	63741	No	NA	101	6	1	Complete	High-quality	100	0	1	virulent
V-PA3_NODE_1995_length_13718_cov_5.717030	13718	No	NA	22	2	0	Low-quality	Genome-fragment	15.23	0	1	temperate
V-PC2_NODE_3464_length_10001_cov_3.908404	10001	No	NA	9	3	0	Low-quality	Genome-fragment	9.21	0	1	-
V-CA2_NODE_1567_length_15845_cov_7.168950	15845	No	NA	37	7	2	Low-quality	Genome-fragment	18.34	0	1	virulent
V-CC3_NODE_1352_length_18730_cov_23.826677	18730	No	NA	28	1	0	Low-quality	Genome-fragment	43.33	0	1	virulent
V-CA3_NODE_127_length_69723_cov_5.819315	69723	No	NA	89	16	1	High-quality	High-quality	100	0	1	virulent
V-PC4_NODE_202_length_74267_cov_19.003774	74267	No	NA	116	12	6	High-quality	High-quality	100	0	1.92	virulent
V-PB3_NODE_164_length_62827_cov_14.919315	62827	No	NA	81	6	1	Medium-quality	Genome-fragment	71.31	0	1	temperate
V-PC1_NODE_5090_length_12430_cov_5.774144	12430	No	NA	33	2	0	Low-quality	Genome-fragment	10.12	0	1	-
V-PA1_NODE_744_length_28037_cov_4.224571	28037	No	NA	32	4	1	Low-quality	Genome-fragment	14.28	0	1	virulent
V-CC4_NODE_2273_length_11848_cov_6.267267	11848	No	NA	17	6	0	Low-quality	Genome-fragment	32.03	0	1	virulent
V-PC4_NODE_2167_length_19801_cov_10.660464	19801	No	NA	32	1	0	High-quality	High-quality	100	0	1	-
V-PA2_NODE_1414_length_19104_cov_10.226257	19104	No	NA	43	4	1	Low-quality	Genome-fragment	30.75	0	1	virulent
V-CA1_NODE_751_length_29277_cov_19.018973	29277	No	NA	51	9	1	Medium-quality	Genome-fragment	83.14	0	1	temperate
V-CB1_NODE_2429_length_11633_cov_11.923503	11633	No	NA	13	2	0	Low-quality	Genome-fragment	19.09	0	1	-
V-CA1_NODE_437_length_41386_cov_33.786657	41386	No	NA	45	6	0	Complete	High-quality	100	0	1	temperate
V-PA1_NODE_248_length_46084_cov_7.792140	46084	No	NA	87	11	0	Low-quality	Genome-fragment	44.65	0	1	virulent
V-PC1_NODE_765_length_45029_cov_10.716075	45029	No	NA	65	8	1	Complete	High-quality	100	0	1	virulent
V-CA4_NODE_2494_length_13614_cov_5.287804	13614	No	NA	15	4	0	Low-quality	Genome-fragment	22.83	0	1	virulent
V-CA4_NODE_329_length_48298_cov_152.254847	48298	No	NA	77	7	0	Complete	High-quality	100	0	1	virulent
V-PC4_NODE_2554_length_16774_cov_12.033719	16774	No	NA	33	2	0	Low-quality	Genome-fragment	15.68	0	1	virulent
V-CA3_NODE_1027_length_23670_cov_84.110880	23670	No	NA	48	5	0	Low-quality	Genome-fragment	28.61	0	1	virulent
V-CB1_NODE_1042_length_20252_cov_5.096506	20252	No	NA	31	6	1	Low-quality	Genome-fragment	49.13	0	1	virulent
V-CC4_NODE_2583_length_10698_cov_81.128519	10698	No	NA	21	4	0	Low-quality	Genome-fragment	23.65	0	1	temperate
V-CA1_NODE_2521_length_12323_cov_3.627144	12323	No	NA	19	2	0	Low-quality	Genome-fragment	28.35	0	1	-
V-CC1_NODE_405_length_39342_cov_8.562078	39342	No	NA	49	13	2	Medium-quality	Genome-fragment	58.77	0	1	temperate
V-CA4_NODE_1251_length_23756_cov_11.924659	23756	No	NA	29	5	0	Low-quality	Genome-fragment	46.78	0	1	temperate
V-PB1_NODE_1650_length_15185_cov_5.669314	15185	No	NA	17	2	0	Low-quality	Genome-fragment	38.3	0	1	virulent
